PROPERTY_NUMBER_ID,PROPERTY_CATEGORY,PREFECTURE,CITY,NEAREST_TRAIN_LINE,NEAREST_STATION,DISTANCE_TO_NEAREST_STATION_ON_FOOT,AMOUNT/RENT,DATE_OF_CONSTRUCTION,CONSTRUCTION,OCCUPATION_AREA,TOTAL_NUMBER_OF_UNITS,LAYOUT,SIZE_OF_LOT,SIZE_OF_LOT_MEASUREMENT_METHOD,LAND_CATEGORY,CITY_PLANNING_AREA,USE_DISTRICT,LAND_OWNERSHIP,PRIVATE_ROAD,SETBACK,NUMBER_OF_CONNECTED_ROADS,STRONG_POINTS,WATER_SUPPLY,GUS_SUPPLY,DRAINAGE,PLACE_OF_WASHER,BATH,TOILET,TOILET_NOTE,STOVE_HEATING_SYSTEM,GARDEN,PARKING,FOR_OFFICE_USE,INTERIOR_CUSTOMIZABILITY,DISTANCE_TO_ELEMENTARY_SCHOOL,DISTANCE_TO_JUNIOR_HIGH_SCHOOL,DISTANCE_TO_SUPERMARKET,DISTANCE_TO_SHOPPING_DISTRICT,DISTANCE_TO_DRUG_STORE,DISTANCE_TO_HOSPITAL,FLOOR_AREA_RATIO,BUILDING_COVERAGE_RATIO,FARMLAND,RETAIL_PREMISES
9013470,売買居住用,岐阜県,飛騨市,JR高山本線,飛騨古川,2400,24000000,1971/1/1,木造,298.28,,11K,562.7,,,,,,無し,無し,指定なし,のどかな田園地域に位置し、近くに保育園・コンビニ・道の駅・飲食店などがあります。敷地が400坪以上あり部屋数が多く、庭や土蔵・電動式ガレージ付きです。さらに敷地内に事務所があります。,,プロパン,,,,,,,有り,空き有,2000,3300,700,1100,,1200,,1200,200,60,無し,無し
9013471,売買居住用,岐阜県,飛騨市,JR高山本線,飛騨古川,20500,3100000,1956/1/1,指定なし,178.49,,6DK,346.54,,,,,,無し,無し,指定なし,神岡振興事務所から北へ徒歩１分の大通り沿いに位置し、日当たりも良く、飛騨市民病院や東町商店街・大きなスーパー・ドラッグストア等が近くにあって大変住みよい環境が整っています。,公営,プロパン,,,,,汲み取り(和式),,有り,空き有,1100,500,500,500,,400,,400,200,70,無し,無し
9013472,売買居住用,岐阜県,飛騨市,JR高山本線,杉崎,19700,2000000,,指定なし,,,5K,,,,,,,無し,無し,指定なし,"中心地の通りに面したコンパクトな一戸建てです。
移住後の生活をふまえ、購入希望物件のだけでなく情報収集として「飛騨市移住支援センター（TEL：0577-73-6558）」を是非ご活用ください。",,プロパン,浄化槽,,専用,専用,水洗(洋式),,,無,11000,700,650,170,,1400,,150,,,無し,無し
9013473,売買居住用,岐阜県,飛騨市,,,300,2500000,1952/1/1,木造,116.62,,5K,275.59,,,,,,無し,無し,指定なし,"眺めの良い高台に位置し、広い庭があります。
水廻りの改修等必要です。",公営,プロパン,,,,,汲み取り（和式）,,有り,,1400,1500,1500,1000,1600,2100,,1000,200,70,無し,無し
9013474,売買居住用,岐阜県,飛騨市,JR高山本線,飛騨古川,21000,950000,1954/1/1,木造,112.12,,4K,113.64,,,,,,無し,無し,指定なし,"地区によって地域の付き合い方やルールが異なります。購入希望物件の情報だけでなく、事前の地域情報収集として「飛騨市移住支援センター
（TEL：0577-73-6558）」を是非ご活用ください。",公営,プロパン,下水,,,,汲み取り（和式）,,有り,無,500,300,900,500,800,500,,300,200,70,無し,無し
9013475,売買居住用,岐阜県,飛騨市,JR高山本線,杉崎,19500,3500000,1966/1/1,指定なし,58.64,,5K,182.77,,,,,,無し,無し,指定なし,スーパー・金融機関・ドラッグストア等に近く便利な場所です。屋根融雪設備あり。地区によって地域の付き合い方やルールが異なります。購入希望物件の情報だけでなく、事前に地域の情報収集をお勧めします。,公営,プロパン,下水,,,,水洗（洋式）,,有り,空き有,900,600,700,250,800,1100,,270,200,70,無し,無し
9013476,売買居住用,岐阜県,飛騨市,JR高山本線,杉崎,1000,3500000,,指定なし,243.56,,10K,452.66,,,,,,無し,無し,指定なし,移住後の生活で後悔することがないように、購入希望物件の情報だけでなく、事前の情報収集として「飛騨市移住支援センター（TEL：0577-73-6558）」を是非ご活用ください。,公営,プロパン,下水,,専用,専用,水洗(洋式),,,空き有,200,,15000,2000,,1000,,1000,200,60,無し,無し
9013477,売買居住用,岐阜県,飛騨市,JR高山本線,杉崎,17000,7000000,,木造,199.44,,11R,2919.04,,,,,,無し,無し,指定なし,"全11居室エアコン・トイレ・洗面台・収納・スプリンクラー有。別棟の事務所・倉庫・車庫、有。
キッチン設備はありません。 
太陽光発電システム付属
補修要否：大幅な補修が必要　補修費用：買主負担",公営,プロパン,下水,,,,水洗（洋式）,,有り,空き有,2900,3100,3000,3400,3000,3400,,2500,,,無し,無し
9013478,売買居住用,岐阜県,飛騨市,,,,1800000,1932/1/1,指定なし,85.38,,4DK,77.35,,,,,,無し,無し,指定なし,移住後の生活で後悔することがないように、購入希望物件の情報だけでなく、事前の情報収集として「飛騨市移住支援センター（TEL：0577-73-6558）」を是非ご活用ください。,公営,プロパン,下水,,,,水洗,,,空き有,1000,1400,600,350,,900,,400,200,70,無し,無し
9013545,売買居住用,奈良県,奈良市,JR関西本線,笠置,8400,3600000,,木造,117.05,,6DK,204.95,,宅地,市街化調整区域,,,無し,無し,指定なし,集落内に在り、島のように孤立した土地に建つ物件です。,公営,プロパン,下水,室内,専用,専用,,ガス,有り,空き有,4400,7400,,,,,,,,,無し,無し
9013546,売買居住用,奈良県,奈良市,JR関西本線,笠置,8500,3000000,,木造,197.03,,9DK,694.21,,宅地,市街化調整区域,,,無し,無し,指定なし,大柳生の集落にあって、自然の中に佇む骨太住宅です。,公営,プロパン,下水,室内,専用,専用,公共下水道,ガス,有り,空き有,2800,850,9800,12500,12500,1400,,260,,,無し,無し
9013548,賃貸居住用,奈良県,奈良市,近鉄大阪線,榛原,16800,60000,,木造,194.22,,R,,,,,,,無し,無し,指定なし,里山の雰囲気を残す地に、活用を待つ実質9LDK+αの住宅在ります,公営,,下水,室内,専用,専用,,IH,有り,,5900,6000,5700,5800,,15700,,5800,,,無し,無し
9013550,賃貸居住用,奈良県,奈良市,近鉄大阪線,榛原,17000,50000,1949/4/1,木造,216.58,,9K,,,,,,,無し,無し,指定なし,のどかな集落、2棟つながった珍しい構造の物件,公営,プロパン,,,専用,専用,洋式　水洗　浄化槽,ガス,有り,空き有,6000,6000,,6000,,20200,,5600,,,無し,無し
9013552,売買居住用,奈良県,奈良市,JR桜井線,京終,12000,8000000,1957/2/1,木造,262.62,,8DK,178.51,,,,,,無し,無し,指定なし,日当たりのいい古民家です,公営,プロパン,下水,,専用,専用,洋式　水洗　下水道,,,空き無,1200,1200,9600,11200,,8900,,10100,,,無し,無し
9013557,売買居住用,奈良県,奈良市,JR関西本線,笠置,8000,3000000,,木造,180.49,,5DK,403.3,,,,,,無し,無し,指定なし,風情ある古民家物件,公営,プロパン,汲み取り式,,専用,専用,汲み取り　非水洗　洋式,,有り,空き有,4100,7200,9300,7700,,1000,,17200,,,有り,無し
9013559,売買居住用,奈良県,奈良市,近鉄奈良線,近鉄奈良,9400,4000000,,木造,195.94,,6DK,287.6,,,,,,無し,無し,指定なし,田舎の古民家物件（大幅に改修できる方向け）,,,,,専用,専用,離れ　非水洗　汲み取り,,,空き有,4400,6300,10800,9600,,11000,,8100,,,無し,無し
9013562,賃貸居住用,奈良県,奈良市,JR桜井線,京終,12300,100000,,木造,123.96,,7DK,,,,,,,無し,無し,指定なし,人里離れた閑静な集落　立派な門構えの古民家物件,公営,プロパン,下水,,専用,専用,,,有り,空き有,4100,4100,9600,12800,,8900,,,,,無し,無し
9013563,売買居住用,奈良県,奈良市,JR関西本線,笠置,8000,3000000,,木造,80.66,,6DK,231.4,,,,,,無し,無し,指定なし,広いガレージ付、雰囲気のある古民家物件,公営,プロパン,下水,,専用,専用,洋式　水洗,,有り,空き有,4100,7100,9300,17200,,21900,,17200,,,無し,無し
9013567,売買居住用,奈良県,奈良市,JR関西本線,笠置,3300,25500000,1985/1/1,木造,154.69,,5DK,654.36,,宅地,市街化調整区域,,,無し,無し,指定なし,東部・九頭神社近く。展望と表側の日当たりは良好です。,公営,プロパン,汲み取り式,,,専用,,ガス,,空き有,3400,5600,,,,,,,,,有り,無し
9013568,売買居住用,奈良県,奈良市,JR関西本線,笠置,7200,9000000,1975/1/1,木造,384.69,,5LDK,519,,,,,,無し,無し,指定なし,広大な土地と広い建物がある古民家物件,公営,プロパン,下水,,専用,専用,洋式,,有り,空き有,4500,1300,,,,,,,,,有り,無し
9013570,売買居住用,奈良県,奈良市,JR桜井線,京終,9900,14800000,1977/7/1,木造,139.71,,4LDK,,,,,,,無し,無し,指定なし,市内にほど近い田舎にあるDIYしごたえのある物件,公営,プロパン,下水,,専用,専用,,,有り,,1900,1900,,8900,,,,950,,,無し,無し
9013636,売買土地,岐阜県,不破郡垂井町,JR東海道本線,垂井,1300,7000000,,指定なし,,,R,1733.35,公簿,畑,市街化区域,第一種住居地域,所有権,無し,無し,指定なし,,,,,,,,,,,,800,2200,1000,1400,1700,2200,700,900,160,60,有り,無し
9013639,売買土地,岐阜県,不破郡垂井町,JR東海道本線,垂井,1200,4800000,,指定なし,,,R,533.95,公簿,宅地,市街化区域,第二種中高層住居専用地域,所有権,無し,有り,一方,自然豊かで、こども園や小学校が近く子育てしやすい環境です。,,,,,,,,,,,300,2000,600,1600,,2300,1000,,200,60,無し,無し
9013640,売買土地,岐阜県,不破郡垂井町,JR東海道本線,垂井,1200,10510000,,指定なし,,,R,496.11,実測,宅地,市街化区域,第一種住居地域,所有権,無し,無し,一方,宿場町の歴史、豊かな自然、こども園、小学校、どの方面へもアクセス良好な立地など、良いところがいっぱいの場所です。,,,,,,,,,,,300,1900,,,,1600,,,200,60,無し,無し
9013641,売買土地,岐阜県,不破郡垂井町,JR東海道本線,垂井,1200,7300000,,指定なし,,,R,438.68,公簿,畑,市街化区域,第一種住居地域,所有権,無し,無し,一方,町立のこども園や小学校、保健センターが近いため、子育て世帯にぴったりの物件です。,,,,,,,,,,,700,2100,900,1300,1600,2100,1100,,200,60,無し,無し
9013642,売買居住用,岐阜県,不破郡垂井町,JR東海道本線,垂井,1700,5000000,1953/1/1,木造,234.34,,R,627.81,実測,宅地,市街化区域,第一種中高層住居専用地域,,無し,無し,指定なし,,公営,,浄化槽,有,専用,専用,,,有り,空き有,1000,900,900,1600,1600,,800,,200,60,無し,無し
9013643,売買土地,岐阜県,不破郡垂井町,JR東海道本線,垂井,750,5320000,,指定なし,,,R,252.62,公簿,宅地,市街化区域,商業地域,所有権,無し,無し,二方(両面),小学校や駅、商業施設が近く、利便性が高い,,,,,,,,,,,300,1600,550,700,1000,1500,450,250,400,80,無し,無し
9013644,売買土地,岐阜県,不破郡垂井町,JR東海道本線,垂井,1200,10042400,,指定なし,,,R,415,公簿,田,市街化区域,第二種中高層住居専用地域,所有権,無し,無し,二方(角地),"相川が近く、5月頃にはこいのぼりが泳ぐ姿を近くで見られます。
垂井駅が徒歩圏内にあり、商業施設も近いので、利便性が高いです。",,,,,,,,,,,1400,2000,1200,1100,1000,1400,150,1100,200,60,無し,無し
9013675,売買居住用,岡山県,総社市,,,,3500000,1954/1/1,木造,280.53,,8SDK,466,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013691,売買居住用,富山県,下新川郡朝日町,,,,3500000,1967/1/1,指定なし,,,R,265.32,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013692,売買居住用,富山県,下新川郡朝日町,,,,1000000,1931/1/1,木造,80.99,,R,,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013693,賃貸居住用,富山県,下新川郡朝日町,,,,80000,,指定なし,,,R,,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013694,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,4000,1000000,1952/1/1,木造,,,R,,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013695,売買居住用,富山県,下新川郡朝日町,,,,3000000,1963/1/1,木造,264.25,,R,869.85,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013696,売買居住用,富山県,下新川郡朝日町,,,,,1972/1/1,木造,132.23,,R,,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013697,売買土地,富山県,下新川郡朝日町,,,,1300000,,指定なし,,,R,300.81,,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013698,売買土地,富山県,下新川郡朝日町,,,,,,指定なし,,,R,180.7,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013699,売買居住用,富山県,下新川郡朝日町,,,,2500000,1972/1/1,木造,148.09,,R,343.78,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013700,売買居住用,富山県,下新川郡朝日町,,,,6100000,,指定なし,,,R,,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013701,売買事業用,富山県,下新川郡朝日町,,,,,,指定なし,,,R,,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013702,売買居住用,富山県,下新川郡朝日町,,,,,1964/1/1,木造,297.86,,R,426.44,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013703,売買居住用,富山県,下新川郡朝日町,,,,2000000,1929/1/1,木造,263.63,,R,244.22,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013704,売買居住用,富山県,下新川郡朝日町,,,,,1969/1/1,指定なし,,,R,135.86,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013705,売買居住用,富山県,下新川郡朝日町,,,,,1960/1/1,木造,268.98,,R,436.5,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013706,売買居住用,富山県,下新川郡朝日町,,,,,,指定なし,,,R,,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013707,売買居住用,富山県,下新川郡朝日町,,,,2500000,1974/1/1,木造,148.76,,R,301.72,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013708,売買居住用,富山県,下新川郡朝日町,,,,3000000,,木造,298.31,,R,333,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013718,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,1200,,1972/1/1,木造,150.05,,R,422.22,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013719,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,1700,1000000,1971/1/1,木造,213.21,,R,834.23,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013720,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,2200,5000000,1981/1/1,木造,148.22,,6LDK,362.31,公簿,宅地,,,,無し,無し,一方,,その他,,下水,,専用,,,IH,,空き有,,,,,,,,,,,無し,無し
9013721,売買事業用,富山県,下新川郡朝日町,,,,1500000,1968/1/1,軽量鉄骨造,100.81,,R,101,公簿,宅地,,,,無し,無し,指定なし,,,プロパン,汲み取り式,,,,,,,,,,,,,,,,,,無し,無し
9013722,売買居住用,富山県,下新川郡朝日町,,,,1000000,1915/1/1,木造,363.63,,R,1397.4,公簿,宅地,,,,無し,無し,指定なし,,,プロパン,汲み取り式,,,,,,,,,,,,,,,,,,無し,無し
9013724,売買居住用,富山県,下新川郡朝日町,,,,,1965/1/1,木造,128.08,,R,409.9,公簿,宅地,,,,無し,無し,指定なし,,,プロパン,汲み取り式,,,,,ガス,,,,,,,,,,,,,無し,無し
9013764,売買土地,富山県,下新川郡朝日町,,,,1100000,,指定なし,,,R,261.15,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013765,売買土地,富山県,下新川郡朝日町,,,,,,指定なし,,,R,115.43,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013766,売買土地,富山県,下新川郡朝日町,,,,,,指定なし,,,R,628.31,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013767,売買土地,富山県,下新川郡朝日町,,,,4000000,,指定なし,,,R,187.42,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013768,賃貸土地,富山県,下新川郡朝日町,,,,13200,,指定なし,,,R,187.42,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013769,賃貸土地,富山県,下新川郡朝日町,,,,3000,,指定なし,,,R,,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013770,売買土地,富山県,下新川郡朝日町,,,,1000000,,指定なし,,,R,135.53,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013783,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,1000,2000000,1970/1/1,木造,107.43,,R,229.81,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013784,賃貸土地,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,1100,7500,,指定なし,,,R,164,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013785,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,4500,5000000,1978/1/1,木造,220.05,,8LDK,360.65,公簿,宅地,,,所有権,無し,無し,指定なし,,井戸,プロパン,下水,,専用,専用,,ガス,有り,空き有,,,,,,,,,,,有り,無し
9013807,売買土地,富山県,下新川郡朝日町,あいの風とやま鉄道,越中宮崎,,,,指定なし,,,R,194.17,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,有り,無し
9013808,売買土地,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,,7000000,,指定なし,,,R,322.27,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013809,売買土地,富山県,下新川郡朝日町,,,,,,指定なし,,,R,225.94,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013810,売買土地,富山県,下新川郡朝日町,,,,,,指定なし,,,R,60.39,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013811,売買土地,富山県,下新川郡朝日町,,,,,,指定なし,,,R,178.51,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013812,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,600,2000000,1947/1/1,木造,165.27,,R,156.36,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013813,売買土地,富山県,下新川郡朝日町,,,,,,指定なし,,,R,228.59,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013814,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,700,2000000,1950/1/1,木造,170.24,,R,250.78,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013816,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,5500,500000,1975/1/1,木造,186.76,,R,350.41,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,有り,無し
9013817,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,越中宮崎,500,3000000,1989/1/1,ブロック造,160.85,,R,496.63,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013818,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,1100,,1971/1/1,木造,233.04,,R,171.9,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013819,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,3400,4000000,1982/1/1,木造,166.61,,R,814,公簿,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013820,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,2300,,1999/1/1,木造,142.11,,R,256.63,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013821,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,越中宮崎,2100,2000000,1951/1/1,木造,314.04,,R,648.81,公簿,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013822,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,2000,2000000,1964/1/1,木造,216.52,,R,404.23,公簿,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013823,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,1700,6000000,1997/1/1,鉄骨造,,,R,284.04,公簿,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013824,賃貸居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,3800,30000,1942/1/1,木造,165.3,,R,,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013825,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,3800,2000000,1942/1/1,木造,168.3,,R,165.3,公簿,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013826,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,1000,,1956/1/1,木造,105.98,,R,274.37,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013827,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,6200,,1967/1/1,木造,190.9,,R,532.23,公簿,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013828,賃貸事業用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,700,,,指定なし,62.14,,R,,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013829,売買事業用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,700,,,木造,62.14,,R,,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013830,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,2400,1000000,1955/1/1,木造,184.29,,R,231.03,公簿,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013831,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,6800,,1953/1/1,木造,214.29,,R,169.92,公簿,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,有り,無し
9013832,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,6100,,1969/1/1,木造,,,R,903.9,公簿,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013833,賃貸居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,700,65000,1950/1/1,木造,162.9,,R,,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013834,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,700,5000000,1950/1/1,木造,162.9,,R,176.5,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013835,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,越中宮崎,1000,3000000,1973/1/1,木造,270.18,,R,197.42,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013836,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,2200,500000,1932/1/1,木造,157.84,,R,253.68,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013837,賃貸事業用,富山県,下新川郡朝日町,あいの風とやま鉄道,越中宮崎,1500,,2002/1/1,木造,219.69,,R,,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013838,売買事業用,富山県,下新川郡朝日町,あいの風とやま鉄道,越中宮崎,1500,,2002/1/1,木造,219.69,,R,,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013839,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,1000,14800000,2016/3/1,木造,,,R,314.2,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013840,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,900,500000,1976/1/1,木造,,,R,,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013841,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,3400,,,指定なし,,,R,142.14,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013842,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,2000,6600000,1966/1/1,木造,,,R,761.59,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013843,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,越中宮崎,2800,,1954/1/1,木造,,,R,278.57,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013844,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,6800,1200000,1989/1/1,木造,163.63,,R,306,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013845,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,1100,1500000,1969/1/1,木造,126.44,,R,261.15,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013846,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,600,,1925/1/1,木造,318.17,,R,307.86,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013847,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,2100,3500000,1960/1/1,木造,85.05,,R,510.85,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013848,賃貸居住用,富山県,下新川郡朝日町,,,,,1958/1/1,木造,,,R,,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013849,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,400,,1958/1/1,木造,152.88,,R,333.88,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013850,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,700,,1964/1/1,木造,128.91,,R,216,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013851,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,1200,25000000,2017/1/1,木造,105.63,,R,225.45,公簿,宅地,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013852,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,5100,,,木造,,,R,,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,無し
9013853,売買居住用,富山県,下新川郡朝日町,あいの風とやま鉄道,泊,700,,1975/1/1,指定なし,129.12,,R,,,,,,,無し,無し,指定なし,,,,,,,,,,,,,,,,,,,,,,無し,有り
